text,label
when you put it far it CLITIC wait ,1
put it far like that ,1
and when you re CLITIC far away look ,1
yeah ,1
wait need go move backwards ,1
no ,1
I see it ,1
oh when you put it down it goes ,1
Mommy ,1
into the juice ,1
imagine if this was going by so like that ,1
we re CLITIC so crazy ,1
haha you see that it CLITIC big when was doing it ,1
that ,1
yeah when stir that it CLITIC big ,1
 grape juice ,1
oh ,1
she gonna CLITIC eat ,1
corn ,1
yeah ,1
I CLITIC gonna CLITIC have all of them ,1
yeah ,1
now can have some ,1
look he CLITIC eating lot food ,1
baby ,0
baba ,0
beep beep ,1
one ,1
two ,1
no ,1
no ,1
one two three no ,1
one two three ,1
one two three no ,1
one two three four ,1
one two three four ,1
one ,1
big mess ,1
one two three ,1
now ,1
five four ,1
oh ,1
ah ,1
telephone ,1
hello ,1
okay bye ,1
hi ,1
okay ,1
hi ,1
was broke ,1
hello Mommy ,1
okay ,1
baby ,1
go wash baby ,1
wash ,1
you milk baby ,1
baby ,1
milk ,1
baby milk ,1
the wash baby ,1
baby ,1
more ,1
oh ,1
bouge monster truck ,1
I want stickers ,1
I want stickers ,1
stop ,1
s o ,1
yeah ,1
look ,1
look me ,1
look me ,1
w ,1
waigi ,1
w gi ,1
wiggle ,1
j ws ,1
pet ni ,1
jiggle ,1
jump up ,1
s ,1
silly ,1
Willy ,1
prance ,1
prance ,1
underwear ,1
 n ,1
 o ,1
t i d s ,1
button ,1
d wo ,1
w on h ,1
on clothes ,1
clothes ,1
pa pabier ,1
mother ,1
f w ,1
pull ,1
up the socks tie up the shoes ,1
ka them on ,1
Aunt Sharon ,1
Aunt Sharon house ,1
yeah ,1
 house ,1
d ,1
Jessie ,1
d stini ,1
dance ,1
which ,1
with me and will dance with you ,1
they re dancing ,1
we turn the page ,1
should read ,1
 ts kaun ,1
good night gorilla ,1
good night gorilla ,1
good night gorilla ,1
gorilla ,1
grandfather ,1
don mai grrrr rrzzzu ,1
a key ,1
stealing the key ,1
dlat ,1
it unlocked ,1
well ,1
na ,1
in ,1
nar ant ,1
good night elephant ,1
it locking ,1
nnn ,1
good night lion ,1
out ,1
n locking the door ,1
open the cage of giraffe ,1
open the cage ,1
good night hi ,1
hyena ,1
good night giraffe ,1
opening ,1
good night reare ,1
good night armadillo ,1
l in the house ,1
a man ,1
our house ,1
d ur ,1
you re in the animals house ,1
they re inside of our house ,1
in your bed ,1
and your monkey on the man bed ,1
good night daii ,1
good night dear ,1
good night ,1
too dark ,1
some ,1
all dark ,1
the animals ,1
the dear ,1
see the dear ,1
good night gorilla ,1
good night zoo ,1
good night ,1
good night ,1
the light off ,1
mouse and monkey ,1
zrrr ,1
good night gorilla ,1
zzz ,1
tren de ,1
tuesday ,1
tuesday ,1
tuesday ,1
watch ,1
watching ,1
w gz ,1
tuesday ,1
tuesday ,1
ibnn ,1
awoj n ,1
around ,1
e k ,1
eight ,1
eight ,1
the lizard ,1
turtle and lizard ,1
frogs ,1
the lizard ,1
they re klamand ,1
frogs ,1
frogs ,1
upping ,1
wires ,1
birds ,1
flying ,1
fly ,1
yeah ,1
in the our house ,1
houses ,1
eleven twenty one ,1
p ,1
yeah ,1
oh ,1
sandwich ,1
man ,1
man eating man eating ,1
a ghost ,1
frog scared ,1
a ghost ,1
a chimney comes out ,1
a ghost ,1
a ghost ,1
the frogs ,1
frog licking it ,1
the picture ,1
a cat ,1
rain ,1
rain ,1
a dog ,1
eating ,1
no ,1
som si ,1
frogs ,1
a doggie eating them ,1
dogs ,1
a lake ,1
yeah ,1
yeah ,1
mom ,1
swimming ,1
jumping ,1
m ,1
happy and ,1
jumping ,1
happy and yeah ,1
mad ,1
yeah ,1
the tow truck and ambulance ,1
 rvm ,1
ambulance ,1
tow truck ,1
wok car ,1
ImIwiEnz ,1
no l in here ,1
oh ,1
 ks tu s k di n ,1
the pig eating rooster ,1
eating hen ,1
yeah ,1
wow ,1
yeah ,1
in the bus ,1
in the dog bus ,1
n dogs ,1
and here ,1
g laiin ,1
ride ,1
yeah ,1
yeah ,1
in the pickup truck ,1
yeah ,1
a dogs ,1
black white ,1
black orange ,1
bow ,1
hound ,1
a hat ,1
construction worker ,1
a wrench ,1
yeah ,1
saw ,1
yeah ,1
keep tower ,1
there ,1
there ,1
keep out ,1
yeah ,1
there ,1
keep in the barn ,1
no ,1
a crab in the beach ,1
cock doodle doo ,1
horse ,1
neigh ,1
on the beach ,1
no ,1
on the tower ,1
can go on there ,1
horse can in the barn ,1
fence ,1
fence ,1
I got fence ,1
fence ,1
there ,1
keep out ,1
keep out ,1
horsie ,1
neigh ,1
yeah ,1
eeee ,1
do you walk ,1
a saddle ,1
neigh ,1
oh no ,1
in the field ,1
rocking chair ,1
indoor horse ,1
be Matthew bee ,1
hello ,0
eidai ,0
dodeh ,0
uhoh ,0
uhoh ,0
ah ,0
uhoh ,0
oh ,0
boom ,0
boom ,0
ehuhai ,0
ahzay ,0
dehdehda ,0
mhm ,0
uhoh ,0
but these are the big ,0
but these are the baby plates ,0
but that CLITIC fork ,0
yeah ,0
that CLITIC fork ,0
for girl ,0
tea ,0
yeah ,0
oh ,0
this is the best for my girl ,0
deserbash ,0
in minute but not right now ,0
go get go wash it at the sink okay ,0
yeah ,0
that CLITIC mine ,0
mine ,0
horse ,0
I useta CLITIC call it ,0
I wanna CLITIC show ,0
but but my toys are under that ,0
and she brought her her ,0
yeah ,0
red and black ,0
what CLITIC that ,0
where ,0
no ,0
they were upstairs ,0
I wanna CLITIC go get my blankie ,0
my upstairs ,0
my girl ,0
girl ,0
they ll CLITIC sleep here ,0
yeah ,0
yeah ,0
there ,0
good sleepie girls and boy ,0
that CLITIC boy and that CLITIC girl ,0
that CLITIC boy and that CLITIC girl ,0
Mommy ,0
I want show something ,0
Mommy ,0
I going get my blankie ,0
but m CLITIC going get ,0
these ,0
these are my babies ,0
I put it on her ,0
a big one ,0
I had that one before ,0
oh ,0
yeah ,0
I have blocks too ,0
yeah ,0
ah ,0
yeah ,0
I wanna CLITIC build and this and this and ,0
maybe ,0
and then that ,0
oh ,0
this ,0
they re CLITIC like popsicles ,0
I needta CLITIC put this on the chair ,0
oops ,0
where CLITIC the other one for ,0
ah ,0
oh ,0
they hafta CLITIC be like this ,0
make and dump ,0
make dump ,0
big dump ,0
load dumptruck ,0
those are squares ,0
yeah ,0
hafta CLITIC move very slowly ,0
it needs to go look it needs to dump ,0
they needta CLITIC they building building ,0
yeah ,0
building building like building ,0
but they re CLITIC building building ,0
maybe it can carry ,0
two loads at one time ,0
yes one to this load one to this load ,0
this load and this load ,0
and this load ,0
gonna CLITIC go two trips and gonna CLITIC ,0
ah small big escalator and the escalator done something ,0
I CLITIC bringing the trailer ,0
yeah and ,0
my leopard robes ,0
I don CLITIC see them ,0
I don CLITIC see it ,0
construction hold on ,0
a forklift construction ,0
forklift construction ,0
big construction ,0
a flat steamroller truck ,0
the this one is gonna CLITIC make train and those ones are this gonna CLITIC make train ,0
yeah and think about it and think about it dumping and think about what he can make ,0
then he picks up another load and dumps dumps in ,0
then he thinks about what he can make for train ,0
he can build ah five engines five engines in front ,0
and he can build another engine in back and another engine by the it has five five engines six engines ,0
so it CLITIC gonna CLITIC be very long six engines ,0
very powerful ,0
yes ,0
but but one of these more powerful it has a lot of blocks ,0
and and he really thinks about another long train ,0
he thinks about what is another long train this another long train this is another long train like this another long long train ,0
broken broken stuff carry the train to another train and they think about another long train what they can build ,0
beep ,0
think about another train ,0
beeping he needs to dump it out very quietly ,0
loud ,0
beep ,0
I dumped his out ,0
beep ,0
I think about another long train ,0
I think m CLITIC ready for another long train ,0
but they gonna CLITIC build coming out of that ,0
back and ,0
they gonna CLITIC build a subway track ,0
like m CLITIC build subway track and look it needs to be rolling and have little this is water on ,0
to keep it really cool ,0
yes so that CLITIC another one water on the top so it can get cool into fire and after fire and come into big into big and the helps this every for this can be long train ,0
so long train so ,0
yes ,0
one one ,0
sometimes we do it like that ,0
need help back ,0
right over there ,0
this makes the same construction ,0
makes the same construction ,0
yeah it needs to build another special things ,0
other toys for me because new toys for me ,0
no ,0
where does this go ,0
mhm ,0
chair ,0
no ,0
top over there ,0
yeah ,0
Dad ,0
kind of ,0
yeah ,0
why did this come off ,0
doggie has to eat ,0
we have ,0
oh ,0
the Dad gonna sit on k and the Mom is gonna sit right here ,0
yeah ,0
she going to ,0
turn it on ,0
cry ,0
no ,0
no ,0
no ,0
no ,0
no ,0
TV ,0
no ,0
put her in the wagon ,0
no ,0
it a wagon ,0
dru aiit ,0
no ,0
a balloon ,0
I want back in there ,0
put the balloon back in there ,0
put it back in there ,0
please ,0
no ,0
okay ,0
nothing ,0
yeah ,0
yup ,0
no ,0
no ,0
no ,0
iron ,0
yeah ,0
oh ,0
look ,0
wo not anymore ,0
no ,0
dogs don live in water ,0
up ,0
no ,0
what does ,0
no ,0
well not these ,0
just this ,0
this ,0
and this ,0
and this thing here ,0
twenty two ,0
yeah ,0
one two ,0
eight ,0
nine ,0
nothing ,0
no ,0
I don ,0
ice cream ,0
yes ,0
no ,0
puzzle cake no more ,0
no ,0
okay na nau ,0
wr good ,0
dEwi ,0
that not ov li lai one ,0
nobody home ,0
yes ,0
and kitty cats ,0
no ,0
yeah ,0
I don want to ,0
I don know ,0
Kyle ,0
mhm ,0
I need drink ,0
yes do ,0
try to get the ball ,0
put it in the basket ,0
nhan these stickers ,0
yeah ,0
yeah ,0
no ,0
may please have the ball ,0
got it ,0
no they don ,0
not coming on ,0
to spray it ,0
no ,0
because they were sweaty ,0
yeah ,0
what ,0
this not window ,0
hm ,0
no ,0
taking his keys ,0
he open the gate ,0
a elephant ,0
no ,0
he opened his door ,0
the monkey gonna open the lion door ,0
elephant coming out too ,0
and the hyena coming out too ,0
yeah and he just sticked away ,0
the hyena gonna get out of his cage ,0
I don know ,0
yeah they re not gonna go to sleep ,0
all of the animals came out ,0
with his keys ,0
they re going in his house ,0
yeah ,0
they re go to sleeping ,0
he gonna go to sleep ,0
I don know ,0
this ,0
I don know ,0
I don know ,0
eyes ,0
hers ,0
I don know ,0
because there the animals that are in her house ,0
they re taking them inside ,0
inside there ,0
a zoo ,0
some more of them are following her ,0
two of them ,0
the gorilla sneaking under there ,0
they re sleeping all together ,0
hello ,0
boy that ,0
hello ,0
haha ,0
hello ,0
it CLITIC ,0
it CLITIC ,0
two ,0
uhoh ,0
uhoh ,0
uhoh ,0
do ,0
yeah ,0
uhoh ,0
uhoh ,0
it CLITIC ,0
it CLITIC ,0
hm ,0
no ,0
no ,0
no ,0
hello ,0
two three two ,0
no ,0
no ,0
no ,0
no tea ,0
no ,0
no tea ,0
no ,0
baba ,0
oh ,0
no ,0
no mine ,0
no ,0
no no ,0
no no ,0
no ,0
what CLITIC that ,0
we we have wheels in our Lego box ,0
I never saw this thing before ,0
I never saw that thing before ,0
whose house is it ,0
I know ,0
who likes that who likes that teddy bear ,0
who likes that teddy bear ,0
yeah ,0
well we got trucks at home and hammer ,0
yeah ,0
yeah but it doesn have like these things in it ,0
yeah because because it got out ,0
construction workers wear hats on ,0
hey lookit ,0
lookit ,0
who ,0
yeah ,0
yeah hey lookit ,0
Oscar The Grouch just just likes yucky things like ,0
yeah ,0
yeah but Elmo just likes not yucky things like ,0
yeah because he likes nice things like ,0
yeah that ,0
no ,0
he red ,0
all his body is red ,0
yeah ,0
lookit this toy ,0
yeah ,0
yeah it a heavy train ,0
yeah ,0
yeah because when hold it it pretty heavy ,0
yeah ,0
Jesse friend vi has this ,0
yeah ,0
yeah yeah but it only for girls to play with ,0
because ,0
because hers opens and shuts ,0
that why it only for girls ,0
because Olivia she likes to share her ,0
Olivia mean to me ,0
she so mean to me ,0
yeah ,0
yeah ,0
oh that a one to like get things off ,0
because if you wanted to break this then you couldn right ,0
because it sticks closer to this ,0
yeah ,0
yeah maybe ,0
yeah ,0
and think it hurts ,0
yeah ,0
yeah because it very hard ,0
because if it if you re very big then you ,0
do our things there ,0
that she keeps it in there ,0
yeah ,0
look what ,0
yeah ,0
hey that looks like castle ,0
yeah ,0
horse ,0
I gonna push this ,0
ai ,0
look how big she got ,0
hi ,0
they do kiss ,0
mean dog ,0
you re mean dog ,0
lookit she has mad face on the other cheek ,0
she has mad face m look at her ,0
no ,0
because look at that mad face ,0
lookit her mad eyes too ,0
yeah and this is the big dog isn it ,0
it bigger than her isn it ,0
my sister is like five ,0
yeah ,0
yeah she bigger den me ,0
yeah because might be ,0
did say whether d be going to Darien Lake ,0
and know what ,0
did say wed have stap nighttime pants ,0
I have star nighttime pants ,0
well ,0
well well my well when it nighttime wear my star nighttime pants ,0
yeah yeah because they re really little ,0
no ,0
yeah ,0
yeah ,0
yeah maybe some are very big ,0
maybe some are this big ,0
yeah ,0
lookit she can turn around ,0
yeah and these things move ,0
lookit this ,0
yeah ,0
yeah ,0
yeah ,0
only mom and dad use dem ,0
mom and dad use them to clean it ,0
hey maybe that cat lives in there too ,0
that cat ,0
yeah ,0
yeah yeah because dogs don get along ,0
yeah because maybe know what ,0
on on on like cat but he fought with monster know what ,0
tiger fought with grizzly bear but wasn and he fought with tiger but wasn it was just pig ,0
but he but didn like to stay in the mud ,0
he didn like any mud ,0
it the TV show ,0
and it ,0
lookit he really big ,0
yeah ,0
hey lookit that bee ,0
lookit this is the person and that bee stings ,0
yeah ,0
lookit can go like that ,0
he can look on the ground too ,0
lookit that mad face ,0
this mad face ,0
happy ,0
lookit this car ,0
the slow car ,0
cool ,0
what ,0
no it ,0
but it not ,0
but it not saw ,0
lookit this man ,0
yeah ,0
yes ,0
hey don have another finger ,0
bzz bzz bzz bzz bzz bzz ,0
bzz bzz bzz bzz bzz bzz ,0
bzz bzz bzz bzz bzz bzz ,0
you know what ,0
can you believe rabbits are scared of mans ,0
if you have carrot for the rabbit then he not scared of you ,0
yeah ,0
if it a big carrot then it not scared of you ,0
it ,0
okay now you can eat the bee ,0
no they just eat carrots ,0
and they eat cooked carrots ,0
so who how many foods do they eat ,0
they can break this tooth ,0
once broke ,0
hey ,0
what this ,0
know what once girl said what you do and then he said he was just joking ,0
wait how about you take all of the things out of the puzzles and then hey ,0
how can we take this out ,0
well blocks are help you learn the letters ,0
no don know all of them ,0
hey this this is something that you cut something off ,0
it a flying man though ,0
it a owl ,0
actually it a butterfly ,0
would you open it please ,0
and they dolls ,0
two ,0
there CLITIC girl and baby ,0
it CLITIC hat ,0
these are for big girl ,0
no ,0
this is big girl ,0
that CLITIC little boy ,0
yeah ,0
what is ,0
baby spoons ,0
not yet for the babies ,0
this is not baby ,0
I put some milk inside ,0
he has she has drink it ,0
she drinking milk ,0
strawberry milk ,0
soy milk ,0
the other baby ,0
I think the big girl and the little boy is hungry ,0
yeah ,0
this is the baby milk ,0
for sleep ,0
yeah ,0
he CLITIC gonna CLITIC drink something ,0
plates ,0
yeah guess ,0
it CLITIC nap time hafta CLITIC eat very quick ,0
eat ,0
these are foods ,0
ah ah they have ice on it ,0
so hafta CLITIC put it back ,0
because the other because it CLITIC because the other has ice this one ,0
yep ,0
these ones are not frozen ,0
it CLITIC yummy cake ,0
there CLITIC another piece left if the baby wants it ,0
because he has some little plates ,0
the big girl need some little more of strawberry milk ,0
she likes it ,0
yeah ,0
she likes it ,0
it CLITIC strawberry cake ,0
she likes it ,0
yeah ,0
she wants some more ,0
yeah ,0
they re CLITIC missing some cars outside ,0
this this is ,0
a phone ,0
this horse ,0
and if you switch it then it will go to ,0
no ,0
right here ,0
yeah ,0
yeah ,0
yeah ,0
yeah ,0
them are mango orange ,0
yeah them are so juicy yummy ,0
they will need their spoons ,0
yeah ,0
because it CLITIC so tricky and so slippery ,0
so there CLITIC the need two spoons to pick it up because it CLITIC so oranges squishy and tricky ,0
ah ,0
see told you it CLITIC so tricky slippery ,0
she says it CLITIC yummy ,0
no ,0
no ,0
not yet ,0
we re CLITIC done ,0
yeah ,0
hafta CLITIC put the dishes in the sink ,0
no because because these needta CLITIC go in the dumptruck ,0
no let me do it ,0
yes more for the ,0
it parked it CLITIC way to the orange ,0
think someone some more to drink ,0
yeah ,0
see he likes it ,0
I don CLITIC wanna CLITIC clean up ,0
wanna see ,0
what inside ,0
I wanna see inside ,0
yes ,0
a cow ,0
and one dinosaur ,0
rr ,0
and here another dinosaur ,0
rr ,0
a brontosaurus ,0
and another brontosaurus ,0
yeah got lots of them ,0
uhhuh don have cows ,0
uhhuh ,0
my grandpa got some cow ,0
got one being born and one nothing else ,0
and new baby colt ,0
lookit this racecar ,0
see it not same see ,0
vroom ,0
what big boy ,0
no not yet ,0
vroom ,0
what is this ,0
I don know ,0
yep think so ,0
that ,0
blocks ,0
two dinosaurs ,0
rr ,0
t rex ,0
rr ,0
what inside here ,0
toys ,0
sure ,0
oh dinosaurs are gonna eat them ,0
yeah ,0
eat plants and toys ,0
you have to do it really hard ,0
that the way it goes ,0
this way ,0
mhm ,0
it don works ,0
go open the door ,0
this one ,0
this one goes in that one ,0
and don fits ,0
the tree is too big ,0
wanna wear it ,0
yeah ,0
yeah ,0
can to go with the truck ,0
yeah ,0
vroom ,0
gonna wrench it wrench it right here ,0
and sawed it ,0
yeah ,0
got this ,0
no don need it ,0
I don need it ,0
no ,0
sure ,0
I ready ,0
that many ,0
that a good screwdriver ,0
let fix it ,0
where the tools ,0
you get this one this one ,0
sort of ,0
well yeah ,0
it a ball ,0
it a silly ball ,0
yeah ,0
this color that color this color all the colors are silly to throw ,0
no ,0
no ,0
all right let fix this ,0
now we ll saw it ,0
and you measure it ,0
thirty dishels forty inch forty five ,0
no ,0
like this might be vroom ,0
ai wantch catch ,0
no the big one gonna go up there ,0
the measure ,0
what ,0
it going to make delivery like cookie ,0
yeah ,0
catch it ,0
a baby truck ,0
and p ndiya and ,0
I dunno ,0
horse ,0
I know what that is throwit ,0
no ,0
sure we got all these toys out ,0
a bumblebee ,0
lookit baby hammer ,0
bzz ,0
no ,0
yes ,0
hey big rex ,0
rr ,0
on the boat thing ,0
here another ,0
I don know ,0
I don know too ,0
the dinosaurs gonna eat the bumblebee ,0
rr ,0
I want it ,0
hungry vroom ,0
a giraffe ,0
he gonna eat the giraffe ,0
I just gonna eat him ,0
good night gorilla ,0
I don know ,0
a monkey ,0
yeah ,0
what are those ,0
keys ,0
got his keys ,0
I don know ,0
no ,0
I don know ,0
yeah ,0
elephant ,0
an elephant ,0
I don know ,0
no ,0
he got out of his cage ,0
I don know it gonna walk that lion ,0
I don know ,0
going to do something ,0
him do something terrible ,0
the the bumblebee still will eat him ,0
he gonna take his keys ,0
he gonna eat it ,0
no ,0
I gonna ,0
going ,0
go inside there and cut the knife ,0
I don know let find out ,0
I don know let find out ,0
let find out ,0
in their bedroom ,0
the zookeeper ,0
the mender ,0
but the horsie on the phone ,0
they animals ,0
yeah ,0
yeah ,0
but here baby ,0
yeah ,0
whoopsie ,0
but ,0
I want side one there and one there ,0
yeah ,0
I did make that ,0
yeah ,0
more ,0
okay ,0
yeah ,0
I want some that oh no ,0
no want ,0
yeah ,0
I know ,0
okay ,0
there okay ,0
okay there okay ,0
okay and now talk on the phone and see who CLITIC there ,0
the horsie ,0
ah here you go ,0
yeah see ,0
knock down ,0
hey ,0
yeah ,0
wake up ,0
okay ,0
but the horse ,0
can you get it ,0
the horsie ,0
horse ,0
hi hey ,0
ah ,0
ah oh ,0
I wanna CLITIC knock it down ,0
I wanna CLITIC knock it down ,0
yeah ,0
I knock it down ,0
yeah ,0
and then tried to knock it down and ,0
but all our tools are out ,0
play them ,0
a dumptruck ,0
dump ,0
dump ,0
I don CLITIC wanna CLITIC ,0
wanna CLITIC ,0
no these toys ,0
but wanna CLITIC play them ,0
oh ,0
these ,0
but wanna CLITIC play ,0
but wanna CLITIC want ,0
cwash ,1
mm ,1
I ,1
bounce on ,1
this this is ,1
ah ,1
me ,1
no thanks ,1
help ,1
I okay ,1
oh ,1
boing ,1
boing boing boing ,1
carrots ,1
dead one ,1
no ,1
ah hop ,1
hop in the hospital ,1
mmmm ,1
aaaaaaa ,1
drink ,1
dolly ,1
how old are you ,1
how old are you ,1
how old are you dolly ,1
how old are you ,1
yeah ,1
yes ,1
yes ,1
I cake ,1
lemon ,1
hold the fork ,1
aaa ,1
yeah ,1
a drink ,1
a lemonade ,1
make lemonade ,1
yes ,1
make ,1
no ,1
clay lemonade ,1
no ,1
yes ,1
let get pillow ,1
a pillow ,1
good night gorilla ,1
good night good night gorilla ,1
good night gorilla ,1
lock key ,1
it fell down ,1
out my cage ,1
good night elephant ,1
right there ,1
right ,1
right there ,1
good night lion ,1
good night lion ,1
a bone ,1
a flash light ,1
unlocked key ,1
good night hyena ,1
good night giraffe ,1
right there ,1
x ,1
a gorilla ,1
he unlock the key ,1
good night ,1
good night armadillo ,1
yeah ,1
right there ,1
yeah ,1
yeah ,1
I saw lion and giraffe and the lion and giraffe and the gorilla ,1
yeah ,1
they walks at home ,1
it cold ,1
nope ,1
in the house ,1
yeah ,1
my ,1
the lion ,1
are walking ,1
in my house ,1
they re sleeping ,1
under ,1
good night dear ,1
good night good night good night good night ,1
a eyes ,1
a mother ,1
no ,1
surprised ,1
he is getting in the zoo ,1
good night zoo ,1
a monkey ,1
good night ,1
good night ,1
a monkey in the house ,1
good night gorilla ,1
z ,1
right there ,1
good night ,1
he fell asleep ,1
a mouse ,1
bubbles ,1
ready and ,1
go ,1
make another one ,1
make another one ,1
blow ,1
blow me ,1
blow some more ,1
fire ,1
set go ,1
blow some more ,1
ready set ,1
ready set fire ,1
ready ,1
set fire ,1
set ,1
ready ,1
ready ,1
set ,1
blow ,1
tie it up ,1
tie ,1
yeah ,1
please ,1
yeah ,1
good ,1
blow it ,1
a hand ,1
hand ,1
yeah ,1
zzz ,1
hello ,1
hello ,1
mm ,0
the bumblebee ,1
bzzzow ,1
 lIb daid ,1
who are you ,1
what is this stuff ,1
what is that ,1
those girls stuff earrings ,1
ugh ,1
hey ,1
i usi ,1
yeah see boots ,1
okay ,1
d tig di ,1
good night gorilla ,1
book ,1
yeah ,1
officer ,1
yeah ,1
gorillas ,1
he a nk rd key ,1
l nz key ,1
this key ,1
right here ,1
it a marb ld ,1
gozolai ,1
officer ,1
he opened it ,1
he eats bananas ,1
he who ,1
elephant ,1
he cage ,1
hey ,1
who under here the boots ,1
yes ,1
mommy ,1
okay ,1
si Inge ,1
roar ,1
it Inge ,1
he in trouble ,1
Inge ,1
he in trouble ,1
him ,1
yeah ,1
help ,1
help ,1
help mom ,1
help ,1
oh help ,1
help ,1
he in trouble ,1
it op ,1
don ,1
a lion ,1
help ,1
he was p ng ,1
oo ah ah ah ,1
gorillas ,1
he ,1
he a k dIs nw w b rls key ,1
he opening locker so he gonna get his key ,1
open ,1
armadillo ,1
rar rar rar ,1
you are rar ,1
you take it home ,1
it a present ,1
they take home ,1
take home ,1
take home ,1
open it ,1
doors ,1
too far ,1
sleep ,1
the mom ,1
sleeping ,1
what that ,1
w name is ,1
good night ,1
it dark ,1
closed and open ,1
if they turn on the light ,1
he asleep ,1
he awake ,1
who this stuff ,1
he going too far ,1
too far ,1
zoo ,1
this is flashlight ,1
it gone ,1
it gone ,1
good night zoo ,1
l be out of here ,1
oh this bee audi ,1
w mudi toys ,1
the saw ,1
what is this stuff ,1
that a new tool ,1
what this ,1
a tudl ,1
what is this ,1
it a saw ,1
right here ,1
 k the pl mp ,1
what is this stuff ,1
oh no ,1
it break ,1
he heavy ,1
hm ,1
is it in ,1
it a l ,1
au dsri ,1
what nope it not ,1
nope ,1
it not l dai phone ,1
it a plier ,1
where does John go ,1
where ,1
four five six seven eight nine ten ,1
where John go ,1
EwEsEw go and hide ,1
a house ,1
that go inside that ,1
right here ,1
I go pee pee ,1
mom have to go pee pee ,1
who are you ,1
la la lais ,1
here ,1
who are you ,1
 t come on ,1
come on ,1
come on ,1
k ,1
 njut ,1
more blocks please ,1
how about this block ,1
come on ,1
are you my ,1
come on ,1
come on ,1
ooh this stuff ,1
guys ,1
tv ,1
what table ,1
w the chair ,1
of Goldilocks ,1
a Goldilocks dor ,1
hm ,1
daughter ,1
this papa chair ,1
and they re eating ,1
ow ,1
this is much too hard ,1
d a much too soft ,1
a chair is just right ,1
hey ,1
someone is eating my porridge ,1
some ,1
somebody eating my porridge ,1
oh no ,1
somebody eating my poi ,1
it all gone ,1
woof ,1
hey ,1
hey ,1
someone sitting my chair ,1
someone sitting my chair ,1
someone sitting my chair ,1
it all gone ,1
no ,1
that the bed ,1
hey ,1
someone sleeping in my bed ,1
someone sleeping in my bed ,1
someone sleeping in my bed ,1
someone sleeping in my bed ,1
someone sleeping in my bed ,1
look ,1
where that ,1
g dil ks ,1
Goldilocks ,1
it Goldilocks ,1
he wanna throw it away ,1
he wants to throw the mess ,1
oh no ,1
we tv ,1
goodbye ,1
oh no ,1
the girl is in the mess all over ,1
the end ,1
here ,1
I the looking my teeth ,1
brush my ti ,1
a got piz ,1
come on ,1
this one ,1
elephants ,1
t n there a pre ,1
this niud no ,1
that a trunk spray the body ,1
woohoo ,1
sId wIt ,1
one two ,1
he a roi ,1
he wants too ,1
he wants too play ,1
hiso ,1
what doing ,1
yucky ,1
bitwi wuh ,1
ai ,1
ooh ,1
Becca ,1
you draw the lai ,1
I can draw black ,1
oh ,1
Becca ,1
well is it cute ,1
is it cute ,1
Becca sIz ,1
oh gotta get here ,1
ooh bust like me ,1
is that me ,1
well is it ,1
sneakers ,1
purple ,1
well well did ,1
white ,1
ooh wow ,1
thank you ,1
thank thank you ooh ,1
aw ,1
changing color sorry machine sorry back in space ,1
I oops like draw for right ,1
brown ,1
bread ,1
ooh that like me ,1
and now what can you make ,1
let see ,1
yes ,1
bye byebye Becca ,1
I can draw ,1
oh yes ,1
oh gotta get the nose ,1
me ,1
it is for my pretty big nose ,1
I can draw ,1
yes ,1
ooh that pretty hair ,1
it beautiful pretty hair ,1
yes ,1
yes see ,1
I gotta get this gw ,1
whee ,1
yeah ,1
pretty balloon is it ,1
there ,1
ai ,1
throw ,1
yes ,1
sorry ,1
oh ah ,1
gosh ,1
look ,1
let turn it over ,1
whoa ,1
ooh ah ,1
toys for toys ,1
a vi ,1
there ooh ,1
this is schoolbus ,1
but ,1
this is my hat for the tools ,1
house ,1
lookit the beautiful they are shape ,1
they shapes ,1
wow ,1
there cute shapes ,1
a stair ,1
a stair ,1
I like this ,1
ai ,1
ooh mans are ,1
doggie is bigger ,1
ooh ,1
there ,1
where are the ,1
well please ,1
whoa ,1
whoops sorry ,1
let try again ,1
we ll get the papers there plus ul ,1
the star will be in built brick build with bricks ,1
before it just story happy ,1
wanna go outside ,1
a house ,1
a dog ,1
a l ,1
doggie come in ,1
doggie ,1
ooh for fun the fly is cute ,1
b terfwai ,1
well yeah ,1
well ah ah ,1
swipi she live in the garden ,1
well ooh ,1
fly fly away ,1
ooh truck ,1
ooh truck truck ,1
well ,1
here a horse ,1
where the dog ,1
pink pink telephone ki ,1
oh hi mwa ,1
it ,1
b flbi ,1
ooh look ooh what that ,1
hey please please please ,1
stop it Brian ouch ouch ,1
cover ears please ,1
x ,1
oh fine ,1
why you want hey hey hey ,1
yes ,1
x ,1
x shoo shoo bee ,1
oops ,1
what happened ,1
ooh ,1
bee ,1
here a ,1
oops ,1
that nir ,1
yes ,1
please won be ,1
well yucky ,1
well he done ,1
mm ,1
ah ,1
no ,1
no ,1
no ,1
you ,1
I CLITIC ,1
play ,1
Mom ,1
no ,1
you can ,1
hi ,1
no ,1
ah ,1
mm ,1
I want some ,1
to me ,1
give me ,1
I sorry ,1
again ,1
ah ,1
ah ,1
ah ,1
hm ,1
sit down ,1
sit down ,1
no ,1
me first ,1
I ,1
no ,1
no ,1
no more ,1
Thomas ,1
tam bi ,1
 d Mom ,1
ooh ho me ho ,1
der see ho ,1
guy out ,1
guy ho ,1
hai kwe hey take it out ,1
